
Opération Marhaba 2018 : Plus de 842.000 passagers ont regagné le Maroc via Tanger Med,29 août 2018 at 11 h 30 min,Fabuleux. Quelle performance 
Jeunesse : Un Conseil consultatif voit le jour,23 août 2018 at 23 h 53 min,On montre qu’on prend soin de la jeunesse marocaine  garçons et filles  y compris les MRE  qui représentent le Maroc dans le monde  ce qui est une chose importante et vitale pour la prospérité et le développement de ce pays dans les années à venir 
RAM veut faire un Casa-Miami à partir de 2019,6 août 2018 at 19 h 08 min,C’a sera la 3 eme destination après New York et Washington 
Enseignement : Appel gouvernemental à la mobilisation,26 juillet 2018 at 11 h 28 min,La réussite de ces profils n’est pas liée à la qualité de l’enseignement public marocain  elle est plutôt liée aux efforts fournis par ces personnes en dehors des établissements publics  et indépendamment des programmes enseignés 
Enseignement : Appel gouvernemental à la mobilisation,26 juillet 2018 at 11 h 28 min,La réussite de ces profils n’est pas liée à la qualité de l’enseignement public marocain  elle est plutôt liée aux efforts fournis par ces personnes en dehors des établissements publics  et indépendamment des programmes enseignés 
Exploitation du sable : Le Parlement tire la sonnette d’alarme,27 juin 2019 at 21 h 36 min,Il faut une punition exemplaire contre ses voyous racailles 
Exploitation du sable : Le Parlement tire la sonnette d’alarme,27 juin 2019 at 21 h 36 min,Il faut une punition exemplaire contre ses voyous racailles 
Grande opération de transfert des ongulés depuis Marrakech vers les réserves et parcs du Royaume,11 avril 2018 at 15 h 29 min,C’est super. Comme cela nos frères du moyen orient pourront les chasser et les tuer. 
Bad buzz sur l’aéroport Mohammed V : L’ONDA monte au créneau,9 avril 2018 at 18 h 17 min,C est vraie 
Avocats : Consignes pour le rejet des documents en français,19 avril 2018 at 7 h 26 min,Que dire des certificats médicaux et ordonnances médicales libellés en langue française et délivrés par les hôpitaux et cliniques privées. 
Casablanca : Inauguration du district de police « Errahma »,28 juillet 2019 at 21 h 52 min,adresse transport ???? 
Grande opération de transfert des ongulés depuis Marrakech vers les réserves et parcs du Royaume,11 avril 2018 at 15 h 29 min,C’est super. Comme cela nos frères du moyen orient pourront les chasser et les tuer. 
Bad buzz sur l’aéroport Mohammed V : L’ONDA monte au créneau,9 avril 2018 at 18 h 17 min,C est vraie 
Forum ministériel arabe : Vers la mise en œuvre du nouvel agenda urbain dans la région arabe,24 décembre 2017 at 23 h 31 min,Toutes les entreprises de tous les secteurs doivent devenir des multinationales  on compte plus de 500 000 PME au Maroc si chaque PME arrive à ramener un bénéfice de 10 millions DH des pays étrangers chaque année(en moyenne)  ce seront 5 000 000 000 000 DH qui seront injectés chaque année dans les banques et l’économie nationale  c’est pour cela qu’il faut encourager les PME marocaines à grandir et s’internationaliser rapidement…. 
RAM Cargo lance le produit «Effets personnels» au départ de l’Amérique du Nord,14 octobre 2017 at 3 h 29 min,Tous les africains vont demander le passeport marocain et on doit bien encaisser les voyages à ce moment là  le Maroc doit s’identifier comme un pays de la région MENA et non pas un pays du caca qu’il y a en dessous 
RAM Cargo lance le produit «Effets personnels» au départ de l’Amérique du Nord,14 octobre 2017 at 3 h 29 min,Tous les africains vont demander le passeport marocain et on doit bien encaisser les voyages à ce moment là  le Maroc doit s’identifier comme un pays de la région MENA et non pas un pays du caca qu’il y a en dessous 
Prison de Meknès : Un détenu abattu par balles par un gardien,30 septembre 2017 at 13 h 08 min,On autorise un criminel  condamné à mort et classé »très dangereux » pour avoir tué plus d’une fois   à faire sa récréation mains libres… 
Prison de Meknès : Un détenu abattu par balles par un gardien,30 septembre 2017 at 13 h 08 min,On autorise un criminel  condamné à mort et classé »très dangereux » pour avoir tué plus d’une fois   à faire sa récréation mains libres… 
Siham Bensari  l’alpiniste marocaine non voyante au sommet de l’Afrique,4 septembre 2017 at 12 h 56 min,C’est formidable ce que vous venez de réaliser Madame  » Siham Bensari  » Bernard Canton France Serre-chevalier 
Siham Bensari  l’alpiniste marocaine non voyante au sommet de l’Afrique,4 septembre 2017 at 12 h 56 min,C’est formidable ce que vous venez de réaliser Madame  » Siham Bensari  » Bernard Canton France Serre-chevalier 
Siham Bensari  l’alpiniste marocaine non voyante au sommet de l’Afrique,4 septembre 2017 at 12 h 56 min,C’est formidable ce que vous venez de réaliser Madame  » Siham Bensari  » Bernard Canton France Serre-chevalier 
Agadir : Installation du nouveau wali de la région,10 avril 2018 at 0 h 17 min,Le Wali d’Agadir anéanti le travail des associations qui luttent contre la propagation de la rage au Maroc en massacrant à coup de fusil des chiens vaccinés et sterilisés avant le passage de la FIFA. Le foot plus important que la santé public! 
Agadir : Installation du nouveau wali de la région,30 avril 2018 at 11 h 37 min,La Wali d’Agadir a pris une décision honteuse en autorisant le « nettoyage » par l’abattage des animaux en liberte. C’est un scandale  et un nom respect de votre religion  mais là encore  l’argent et le paraitre sont plus fort que l’honneur. Je ne vous félicité pas. Honte 
Diaspora marocaine – Bruxelles : Près de 500 compatriotes pour un lobbying réussi,20 juin 2017 at 17 h 28 min,C’est une grande joie de voir les marocains juifs et musulmans brandir le drapeau du Maroc dans une capitale comme Bruxelles  les marocains prouvent qu’ils sont unis 
Ouarzazate : Trois cas d’intoxication alimentaire collective enregistrés,8 juin 2017 at 16 h 16 min,Afin d’éviter d’autres intoxications  il serait bien de connaitre les produits en cause. 
Accord de Paris : Mezouar exprime « sa profonde déception » suite au retrait des États Unis,2 juin 2017 at 13 h 47 min,Désormais on ne parlera plus de COP22 mais de l’accord de Paris. Hélas! on a l’impression que les USA est au « DALLAS » des années 1980 
Samedi  premier jour du mois sacré de Ramadan au Maroc,26 mai 2017 at 22 h 50 min,Bon ramadan aux marocains et aux musulmans du monde entier 
Samira Fizazi  l’ancienne présentatrice météo  est décédée,19 mai 2017 at 14 h 54 min,Terrible nouvelles !!! je tiens a presenter mes sinceres condoléances a toute la famille de la defunte INA LILAH WA INA ILEYHI RAJI3OUNE 
Samira Fizazi  l’ancienne présentatrice météo  est décédée,19 mai 2017 at 18 h 09 min,ان لله وأن إليه راجعون الله يرحمها ويلقاها أن شاء الله بواسع المغفرة 
Samira Fizazi  l’ancienne présentatrice météo  est décédée,3 juin 2017 at 20 h 52 min,je vous le dis   si les jeunes marocains continuent leur violence sans que les responsables de la sécurité ne fassent rien le Maroc va devenir la Colombie dans pas longtemps . La Colombie c’est des dizaines de meurtres par jour et l’insécurité totale . 
Casablanca-Settat : La région lance un concours de création du Logo,22 mai 2017 at 12 h 58 min,Bonjour j’ai préparé des proposition  mais j’ai pas trouvé dossier de candidature a remplir pour participer  je fait quoi? merci 
Samira Fizazi  l’ancienne présentatrice météo  est décédée,19 mai 2017 at 14 h 54 min,Terrible nouvelles !!! je tiens a presenter mes sinceres condoléances a toute la famille de la defunte INA LILAH WA INA ILEYHI RAJI3OUNE 
Samira Fizazi  l’ancienne présentatrice météo  est décédée,19 mai 2017 at 18 h 09 min,ان لله وأن إليه راجعون الله يرحمها ويلقاها أن شاء الله بواسع المغفرة 
Samira Fizazi  l’ancienne présentatrice météo  est décédée,3 juin 2017 at 20 h 52 min,je vous le dis   si les jeunes marocains continuent leur violence sans que les responsables de la sécurité ne fassent rien le Maroc va devenir la Colombie dans pas longtemps . La Colombie c’est des dizaines de meurtres par jour et l’insécurité totale . 
Casablanca : Un stagiaire s’immole au siège du Centre de formation professionnelle,3 mai 2017 at 11 h 06 min,Bien triste si jeune quand on est dans le désarroi. On s imagine pas combien sont en souffrance dans notre monde. 
Sebta : Un recruteur présumé de Daesh arrêté,26 avril 2017 at 16 h 32 min,Il faut boycotter ce qui est espagnol et inciter les marocains du monde où qu’ils se trouvent  à ne pas acheter le Made in Spain 
« sexe  argent et désir de vengeance »  sont les mobiles de l’assassinat de Merdas,28 mars 2017 at 14 h 40 min,Si elles t’aiment épargne ton argent;si elles te détestent  épargne tes efforts. 
Le CNDH débat de l’observation neutre et indépendante des élections,27 mars 2017 at 20 h 48 min,27/3/2017 C’est extraordinaire. J’en suis fier 
Bruxelles : La Commission parlementaire mixte Maroc-UE plaide pour un Maghreb fort et unis,24 mars 2017 at 20 h 44 min,comment voulez vous un maghreb fort et unis avec un pays dictatur comme l’algerie qui aide et finance des térroristes pour nuire à un autre pays du maghreb donc je vois pas un maghreb fort et unis avec un pays voyou 
Sahara : Le Maroc recadre le débat au Conseil des droits de l’Homme,23 mars 2017 at 12 h 54 min,Le maroc n’a besoin de recevoir des leçons surtout d’un pays dictatur comme l’algerie 
Sahara : Le Maroc recadre le débat au Conseil des droits de l’Homme,24 mars 2017 at 9 h 52 min,e suis marocains etje travail pour la mairie de paris puis j’ai honte des enfants abondonnée par leur famille et l’etat ont fuits le maroc ils onts entre 9 et 17 ans. « Il y a beaucoup de mineurs les service de police francaise deplore 40 mineurs comme est ce possible M. L’Ambassadeur  SE Chakib Benmoussa a etait recus par le prefet de paris   jeudi soir à Paris  Tous racontent la même histoire  un long voyage depuis Fès ou Casablanca au Maroc pour fuir la misère. Avant d’arriver en France  ils ont rejoint Melila  une enclave espagnole au nord-ouest du Maroc puis traversé la Méditerranée  cachés sur des bateaux ou dans des containers. Malaga  Barcelone  Perpignan  leur périple s’achève enfin à Paris. cliquer sur ce lien http://www.bfmtv.com/…/arrives-du-maroc-des-enfants.. 
Le CNDH débat de l’observation neutre et indépendante des élections,27 mars 2017 at 20 h 48 min,27/3/2017 C’est extraordinaire. J’en suis fier 
Bruxelles : La Commission parlementaire mixte Maroc-UE plaide pour un Maghreb fort et unis,24 mars 2017 at 20 h 44 min,comment voulez vous un maghreb fort et unis avec un pays dictatur comme l’algerie qui aide et finance des térroristes pour nuire à un autre pays du maghreb donc je vois pas un maghreb fort et unis avec un pays voyou 
Sahara : Le Maroc recadre le débat au Conseil des droits de l’Homme,23 mars 2017 at 12 h 54 min,Le maroc n’a besoin de recevoir des leçons surtout d’un pays dictatur comme l’algerie 
Sahara : Le Maroc recadre le débat au Conseil des droits de l’Homme,24 mars 2017 at 9 h 52 min,e suis marocains etje travail pour la mairie de paris puis j’ai honte des enfants abondonnée par leur famille et l’etat ont fuits le maroc ils onts entre 9 et 17 ans. « Il y a beaucoup de mineurs les service de police francaise deplore 40 mineurs comme est ce possible M. L’Ambassadeur  SE Chakib Benmoussa a etait recus par le prefet de paris   jeudi soir à Paris  Tous racontent la même histoire  un long voyage depuis Fès ou Casablanca au Maroc pour fuir la misère. Avant d’arriver en France  ils ont rejoint Melila  une enclave espagnole au nord-ouest du Maroc puis traversé la Méditerranée  cachés sur des bateaux ou dans des containers. Malaga  Barcelone  Perpignan  leur périple s’achève enfin à Paris. cliquer sur ce lien http://www.bfmtv.com/…/arrives-du-maroc-des-enfants.. 
« sexe  argent et désir de vengeance »  sont les mobiles de l’assassinat de Merdas,28 mars 2017 at 14 h 40 min,Si elles t’aiment épargne ton argent;si elles te détestent  épargne tes efforts. 
Le CNDH débat de l’observation neutre et indépendante des élections,27 mars 2017 at 20 h 48 min,27/3/2017 C’est extraordinaire. J’en suis fier 
Bruxelles : La Commission parlementaire mixte Maroc-UE plaide pour un Maghreb fort et unis,24 mars 2017 at 20 h 44 min,comment voulez vous un maghreb fort et unis avec un pays dictatur comme l’algerie qui aide et finance des térroristes pour nuire à un autre pays du maghreb donc je vois pas un maghreb fort et unis avec un pays voyou 
Agadir : Bientôt une usine de fabrication de barque en fibre en verre,22 février 2017 at 16 h 51 min,whoah this weblog is excellent i like studying your articles. Keep up the good work! You know  many people are hunting round for this information  you could help them greatly. 
Agadir : le projet « Agadir Land » suspendu,7 février 2017 at 23 h 21 min,bonjour il y a toujours une main qui veut nuire a l’image d’agadir la marina n’est pas sur une zone sismique ? les gadiri ne sont pas nationalistes ils n aiment pas leurs régions merci 
Voici le coût financier du nouvel uniforme de la police,15 janvier 2017 at 19 h 43 min,Il n’y a plus de différence 
Voici le coût financier du nouvel uniforme de la police,20 mars 2017 at 10 h 56 min,le nouvelle uniforme comme le sécuritécasquette ferya sorti met le seau de poubelle homme jeune regarder parler avec lui regarder habille jacket vert noire 
L’Accord agricole validé et plus en vigueur que jamais,29 décembre 2016 at 16 h 42 min,ce n’est pas tout 
Salé : Décès d’un enfant et trois membres de sa famille intoxiqués au gaz d’un chauffe-eau,21 décembre 2016 at 20 h 45 min,Le chauffe eau solaire est plus sûr 
Decathlon ouvre son premier magasin à Rabat,21 décembre 2016 at 17 h 26 min,السلام عليكم و رحمه الله تعالى وبركاته Je suis ravie de cette nouvelle qui a fait un grand plaisir pour les Rbatis et ça fait longtemps qu’on attend ce moment bravo mes amis. 
La RAM sponsorise une opération de collecte de fonds pour la vaccination des enfants en Afrique,19 décembre 2016 at 10 h 30 min,Les vaccins c’est rentable  si on arrive à vacciner 100 millions de personnes  contre la tuberculose par exemple  et que l’Etat tire un profit de 100 Dh  voilà 10 000 000 000 Dh 
Deux morts dans un accident de la route à Tinghir,20 décembre 2016 at 15 h 09 min,rapport image article ! 
Projet LGV Marrakech-Agadir: China Railway revient au Maroc pour la deuxième fois,16 décembre 2016 at 17 h 37 min,La Chine banque du monde … investit a long terme dans un pays tigre aux portes de l’Europe 
Fêtes de fin d’année: Programme exceptionnel de Banyan Tree Hotels and Resorts,15 décembre 2016 at 22 h 04 min,Mais je comprend pas pourquoi vous parler pas de la syrie mais pourquoi vous partez pas a l’aide vous pensez que a vous la honte c’est pas ca l’islam 
Fêtes de fin d’année: Programme exceptionnel de Banyan Tree Hotels and Resorts,15 décembre 2016 at 22 h 04 min,Mais je comprend pas pourquoi vous parler pas de la syrie mais pourquoi vous partez pas a l’aide vous pensez que a vous la honte c’est pas ca l’islam 
Qualité de vie : Casablanca est jugée meilleure que Istanbul,29 novembre 2016 at 15 h 06 min,Vous êtres sérieux !!?? 
Qualité de vie : Casablanca est jugée meilleure que Istanbul,29 novembre 2016 at 15 h 20 min,c’est aussi une des villes les plus pollués au Monde ! 
Le Maroc renforce sa sécurité frontalière suite à la détection de cas de grippe aviaire en Algérie,9 décembre 2016 at 12 h 32 min,En somme toujours que du négatif quand il s’agit de l’Algérie…qui exporte quoi ? 
Le Maroc participe au Salon «Big 5 Show» du 21 au 24 novembre à Dubaï,22 novembre 2016 at 10 h 15 min,J’espère qu’on va décrocher pas mal de contrats pour nos entreprises  si on arrive à capter 10% c’est 170 milliards  et pourquoi pas ouvrir une cimenterie pour décrocher d’avantages de contrats 
Air Arabia : hausse du résultat net au troisième trimestre,22 novembre 2016 at 10 h 11 min,J’espère que les entreprises marocaines pourront décrocher des contrats aux Emirats comme pour la construction de la plus grande tour du monde  au lieu de donner ça aux espagnols 
L’UMT accueille la DGB allemande,3 novembre 2016 at 0 h 39 min,Il y a un problème avec les allemands  on achète leur produits  mais ils invesstissent pas! 
Transavia renforce ses vols vers le Maroc,30 septembre 2016 at 21 h 52 min,Il faut augmenter les vols sur Essaouira ! A des horaires en début de journée. 
Loterie Visa Etats-Unis : Les inscriptions ouvertes le 4 octobre,21 septembre 2016 at 10 h 51 min,Bonjour 
Loterie Visa Etats-Unis : Les inscriptions ouvertes le 4 octobre,21 septembre 2016 at 10 h 51 min,Bonjour 
Le 1er programme Tanger pour le leadership du 2 au 4 septembre,30 août 2016 at 13 h 42 min,On vous remercie pour le partage  c est un programme organisé par des jeunes tangérois en partenariat avec la commune urbaine de Tanger et l’association Twiza de Tanger 
Montréal : Dar Al Maghrib rend hommage à la femme marocaine,1 août 2016 at 16 h 20 min,BONJOUR  COMMENT EN PEUX ETRE EN CONTACT AVEC CETTE ASSOCIATION 
Afrique : 28 pays de l’union veulent suspendre la rasd,19 juillet 2016 at 14 h 11 min,Nous prenons le bon chemin sous l’égide de SM le Roi Mohamed6. Je suis fier d’être marocain. 
Tanger : Akhannouch appelle à placer l’agriculture au centre des négociations climat,25 juillet 2016 at 15 h 55 min,Quand le Maroc lancera t-il un plan strategique biologique et donc ecologique pour son agriculture? C’est une necessité vitale en matière de presevation des ressources hydriques et santé pour les marocains puisque l’alimentation est le premier des medicaments. A fortiori dans un pays sinistré sur le plan sanitaire. L’agriculture conventionnel stérilise les sols et les erode. Aussi  elle jouit d’une croissance à 2 chiffres sur le plan mondial. Le Maroc a d’enormes atouts. 
La Zambie retire sa reconnaissance de la «Rasd»: Un revers d’entrée pour Brahim Ghali,10 juillet 2016 at 22 h 18 min,Bravo et bienvenue 
La Zambie retire sa reconnaissance de la «Rasd»: Un revers d’entrée pour Brahim Ghali,10 juillet 2016 at 22 h 18 min,Bravo et bienvenue 
Naissance dans le foyer de SAR le Prince Moulay Rachid d’un nouveau-né,24 juin 2016 at 7 h 57 min,Les contribuables marocains doivent encore nourrir une bouche de plus . Une bouche qui coute des millions de DIRHAMS par mois aux pauvres marocains . 
Baccalauréat 2016 : Voici les meilleures notes,5 juillet 2016 at 8 h 29 min,au maroc parceque en france 19.34 sur l academie de grenoble 
Polémique: Que se passe-t-il à l’ambassade du Venezuela à Rabat ?,18 août 2016 at 22 h 48 min,C’est toujours pareil  l’éternel combat des petits contre les puissants….. Courage à la victime qui en aura bien besoin et tout en espérant que l’injustice trouve son pourfendeur. 
Fès : Installation des membres du Conseil supérieur,17 juin 2016 at 16 h 32 min,ça sera le centre de la paix dans le monde d aujourdhui .je suis trés content . cordialemnt 
La RAM lance un dispositif «Spécial Eté» pour faire face à la période de pointe,18 juin 2016 at 8 h 45 min,Si le nombre de douaniers   de portiques  de policiers n est pas augmenté dans la même proportion  ce sera impraticable ! Déjà que les files d attente de Casablanca dont les pires du monde !!! 
La RAM lance un dispositif «Spécial Eté» pour faire face à la période de pointe,18 juin 2016 at 17 h 52 min,C est très cool 
Fès : Installation des membres du Conseil supérieur,17 juin 2016 at 16 h 32 min,ça sera le centre de la paix dans le monde d aujourdhui .je suis trés content . cordialemnt 
La RAM lance un dispositif «Spécial Eté» pour faire face à la période de pointe,18 juin 2016 at 8 h 45 min,Si le nombre de douaniers   de portiques  de policiers n est pas augmenté dans la même proportion  ce sera impraticable ! Déjà que les files d attente de Casablanca dont les pires du monde !!! 
La RAM lance un dispositif «Spécial Eté» pour faire face à la période de pointe,18 juin 2016 at 17 h 52 min,C est très cool 
